num; time; accl1; accl2; accl3; gyro1; gyro2; gyro3; mag1; mag2; mag3
965;146666;10;-20;-1002;493;4754;3802;0;-19;-13
966;146783;12;-24;-1005;493;4757;3802;1;-19;-13
967;146927;12;-19;-989;495;4755;3802;1;-19;-13
968;147043;12;-30;-1003;497;4760;3804;-18;0;0
969;147260;19;-26;-1015;490;4755;3803;-18;0;0
970;147375;20;-28;-987;496;4757;3796;-18;-19;-13
971;147576;16;-24;-993;496;4756;3802;0;-19;-13
972;147692;13;-24;-992;495;4755;3802;-18;0;0
973;147837;12;-27;-998;496;4757;3802;-18;0;0
974;147967;17;-31;-1013;495;4755;3802;-18;0;0
975;148111;17;-25;-996;494;4757;3803;-18;0;0
