"Number";"Time_ms";"Temp BME";"Pressure";"Humidity";Height BME";"Lux";"State";"crc"
432;99796;3625;99829;40;0.10647279769182205;816.6784057617188;0;48548;
435;100408;3624;99829;40;0.11539296060800552;119.3853530883789;0;49611;
441;101654;3623;99829;41;0.1670905500650406;702.4722290039062;0;45962;
443;102104;3622;99835;41;-0.3915419578552246;524.4019775390625;0;17200;
444;102300;3622;99835;41;-0.3915419578552246;322.27020263671875;0;55900;
447;103518;3619;99830;41;0.010842612013220787;151.86302185058594;0;36807;
451;104351;3616;99838;41;-0.5925915837287903;571.9741821289062;0;27229;
456;105364;3602;99833;41;-0.22863852977752686;688.6964721679688;0;43412;
457;105562;3602;99833;41;-0.22863852977752686;211.2666015625;0;4755;
459;105971;3594;99832;41;-0.12451208382844925;102.47772979736328;0;24587;
462;106582;3587;99831;41;-0.06252378970384598;510.7186279296875;0;57802;
463;106801;3587;99831;41;-0.06252378970384598;126.46356201171875;0;45428;
465;107232;3588;99834;41;-0.28528159856796265;111.4645004272461;0;61012;
471;108477;3575;99830;41;0.02137305773794651;101.96246337890625;0;21598;
474;109078;3572;99834;41;-0.3249622583389282;122.98918914794922;0;38974;
477;110300;3562;99832;42;-0.1431574821472168;377.5763244628906;0;4463;
480;110932;3557;99829;42;0.13339033722877502;250.97239685058594;0;27589;
483;111533;3561;99835;42;-0.36560043692588806;325.42303466796875;0;47763;
485;111978;3558;99828;42;0.19394676387310028;175.5576171875;0;52184;
488;9217;3460;99829;42;0.08573118597269058;85.8164291381836;0;37482;
492;113411;3559;99826;42;0.3560101389884949;607.0084838867188;0;9841;
495;114035;3559;99829;42;0.1207398995757103;290.7608337402344;0;11059;
496;114244;3559;99825;42;0.5039311647415161;169.8242645263672;0;28856;
498;114656;3559;99825;42;0.5039311647415161;657.1981811523438;0;47881;
507;117126;3549;99832;42;-0.13755550980567932;431.3316650390625;0;1696;
508;117328;3549;99832;42;-0.13755550980567932;173.8716278076172;0;41985;
510;117750;3548;99829;42;0.11814222484827042;169.35247802734375;0;7604;
513;118354;3547;99829;42;0.10059761255979538;327.4074401855469;0;24307;
515;118768;3547;99829;42;0.10059761255979538;119.76166534423828;0;55334;
519;119576;3545;99830;42;0.05895839259028435;152.52049255371094;0;53000;
522;120195;3537;99828;42;0.1842493712902069;482.1412353515625;0;23104;
525;120827;3534;99830;42;0.08272922784090042;166.5408477783203;0;25604;
528;121436;3536;99832;42;-0.0963493064045906;496.2166442871094;0;36401;
534;123294;3511;99831;42;-0.07417763769626617;380.7666015625;0;54556;
537;123919;3507;99836;42;-0.4626518785953522;585.9993896484375;0;42825;
539;124329;3501;99833;42;-0.22800922393798828;193.58370971679688;0;32848;
543;125143;3497;99835;42;-0.34025517106056213;226.9163055419922;0;51462;
549;126385;3481;99832;43;-0.16834011673927307;148.17279052734375;0;16154;
550;126583;3480;99831;43;-0.03171002119779587;118.44771575927734;0;52684;
555;127622;3481;99831;43;-0.015560025349259377;357.6605224609375;0;7225;
557;128043;3483;99832;43;-0.11825914680957794;53.0245475769043;0;2132;
560;129262;3487;99830;43;0.005784058012068272;347.02325439453125;0;15166;
561;129476;3487;99830;43;0.005784058012068272;442.8424377441406;0;53342;
564;130098;3491;99829;43;0.12302322685718536;177.74224853515625;0;24476;
566;130519;3491;99829;43;0.12302322685718536;485.6210021972656;0;52425;
570;131335;3491;99830;43;0.01667805202305317;373.51171875;0;18590;
571;131537;3491;99830;43;0.01667805202305317;226.3319549560547;0;5410;
573;131941;3486;99825;43;0.48001664876937866;276.71966552734375;0;40280;
576;132551;3488;99830;43;0.026935666799545288;127.04840087890625;0;32924;
579;133181;3491;99830;43;0.0816694125533104;166.77391052246094;0;64406;
580;133400;3491;99830;43;0.0816694125533104;124.52603149414062;0;28795;
582;133804;3490;99826;43;0.3658722937107086;362.4358825683594;0;55695;
588;135645;3492;99835;43;-0.357989639043808;170.06051635742188;0;31170;
591;136290;3489;99832;43;-0.0924607664346695;417.6089782714844;0;26272;
593;136690;3484;99836;44;-0.43956997990608215;134.39993286132812;0;24836;
597;137502;3478;99837;44;-0.5737305879592896;305.7852783203125;0;37243;
600;138117;3472;99835;44;-0.41823410987854004;530.1105346679688;0;49283;
603;138734;3471;99839;44;-0.7291947603225708;462.3453674316406;0;39150;
604;138940;3471;99839;44;-0.7291947603225708;112.36907196044922;0;50264;
606;139361;3467;99832;44;-0.1515667885541916;145.60374450683594;0;43930;
609;140003;3469;99838;44;-0.6326265931129456;139.515380859375;0;54457;
610;140208;3465;99833;44;-0.17537352442741394;120.32744598388672;0;17975;
612;140605;3465;99833;44;-0.17537352442741394;158.97447204589844;0;38611;
614;141628;3455;99831;44;-0.030290789902210236;204.7024383544922;0;16487;
615;141921;3459;99827;44;0.32989105582237244;858.45849609375;0;40299;
618;142536;3463;99826;44;0.3884483575820923;143.90736389160156;0;44479;
625;144041;3461;99830;44;0.0470452718436718;190.234375;0;29343;
627;144443;3463;99832;44;-0.10727347433567047;362.4358825683594;0;22071;
630;145067;3466;99829;44;0.09600704163312912;492.6584167480469;0;18008;
635;146104;3471;99829;44;0.09280892461538315;249.07647705078125;0;8151;
636;146302;3471;99829;44;0.09280892461538315;148.38821411132812;0;39172;
639;146908;3473;99826;45;0.3418883681297302;244.38754272460938;0;64859;
642;148124;3473;99837;45;-0.5449351072311401;242.5320281982422;0;26032;
646;148945;3470;99830;44;0.03350832685828209;382.60113525390625;0;14846;
647;149146;3471;99833;44;-0.19048964977264404;219.9811248779297;0;31788;
648;149393;3471;99833;44;-0.19048964977264404;203.89280700683594;0;62641;
651;149996;3473;99832;44;-0.15018312633037567;391.9006042480469;0;6714;
654;150607;3474;99833;44;-0.17456544935703278;177.0119171142578;0;55741;
657;151215;3473;99832;44;-0.14250974357128143;426.19818115234375;0;3329;
660;151821;3472;99831;44;-0.06103476881980896;128.61611938476562;0;31168;
666;153060;3472;99835;43;-0.41229721903800964;209.06114196777344;0;53189;
668;154076;3473;99834;43;-0.3297062814235687;152.08197021484375;0;24522;
669;154293;3473;99834;43;-0.3297062814235687;342.85052490234375;0;17527;
675;155525;3470;99836;43;-0.4874799847602844;191.51747131347656;0;48775;
678;156147;3466;99835;43;-0.4198402762413025;193.84317016601562;0;731;
687;157982;3463;99831;43;-0.06116054952144623;264.9080505371094;0;33043;
689;158418;3463;99831;43;-0.06116054952144623;310.3089904785156;0;24265;
696;160478;3464;99831;43;-0.02189013734459877;1089.270751953125;0;13760;
700;161300;3463;99830;43;0.05630474165081978;3039.668701171875;0;12859;
705;162340;3467;99831;43;-0.0031210968736559153;2311.923095703125;0;29826;
708;162952;3470;99835;43;-0.3780389130115509;142.64352416992188;0;56688;
710;163376;3467;99835;43;-0.39563965797424316;322.6628112792969;0;54461;
711;163576;3467;99835;43;-0.39563965797424316;355.0804138183594;0;47041;
712;163781;3457;99838;43;-0.6623090505599976;1213.74462890625;0;61937;
717;164834;3450;99830;43;0.02186991646885872;660.4356079101562;0;54979;
720;165461;3452;99830;43;0.025887779891490936;250.65560913085938;0;26776;
723;166685;3453;99834;43;-0.2581234574317932;138.68873596191406;0;11223;
729;167908;3442;99840;43;-0.8040125966072083;135.0073699951172;0;47399;
732;168539;3439;99839;43;-0.7061538696289062;569.2132568359375;0;19826;
738;169777;3426;99839;43;-0.7276761531829834;703.3436889648438;0;7820;
741;170379;3423;99841;43;-0.8604246973991394;112.0067367553711;0;5119;
