"Number";"Time_ms";"Time";"Q1";"Q2";"Q3";"Q4";"crc"
311;12691;12.678999900817871;0.2261950969696045;0.0786578357219696;-0.07556048035621643;-0.9679562449455261;13020;
312;12731;12.718999862670898;0.22844572365283966;0.07785441726446152;-0.07341580092906952;-0.9676576256752014;46682;
313;12771;12.758999824523926;0.2384379357099533;0.07678945362567902;-0.07764890044927597;-0.9649981260299683;11317;
314;12811;12.798999786376953;0.2385133057832718;0.07629328221082687;-0.07766283303499222;-0.9650177955627441;27140;
315;12851;12.83899974822998;0.23859012126922607;0.07689031958580017;-0.07688815146684647;-0.9650133848190308;50611;
316;12891;12.878999710083008;0.23936671018600464;0.078176349401474;-0.07572344690561295;-0.9648098349571228;14521;
317;12931;12.918999671936035;0.23909631371498108;0.07784884423017502;-0.07640957087278366;-0.9648492336273193;56915;
318;12971;12.958999633789062;0.23058858513832092;0.08202739804983139;-0.0731688141822815;-0.9668229818344116;65043;
319;13011;12.99899959564209;0.23072117567062378;0.08167794346809387;-0.07336733490228653;-0.9668059349060059;33706;
320;13051;13.038999557495117;0.24029085040092468;0.0795491486787796;-0.0787019357085228;-0.9642293453216553;51292;
321;13091;13.079000473022461;0.24034306406974792;0.07851716130971909;-0.07846028357744217;-0.9643206596374512;64515;
322;13131;13.119000434875488;0.24030737578868866;0.07806587219238281;-0.07831095159053802;-0.9643782377243042;59117;
323;13171;13.159000396728516;0.24114291369915009;0.07861129194498062;-0.07634865492582321;-0.9642826914787292;39053;
324;13211;13.199000358581543;0.24124781787395477;0.07885041832923889;-0.07638338208198547;-0.9642342329025269;58991;
325;13251;13.23900032043457;0.23215451836585999;0.07948863506317139;-0.0706387534737587;-0.9668484330177307;34265;
326;13291;13.279000282287598;0.232431098818779;0.08012606203556061;-0.07047417014837265;-0.9667413830757141;31275;
327;13331;13.319000244140625;0.2365192174911499;0.0824744924902916;-0.07815287262201309;-0.964960515499115;41447;
328;13371;13.359000205993652;0.23691321909427643;0.08087494224309921;-0.0773671343922615;-0.9650625586509705;24496;
329;13411;13.39900016784668;0.22827433049678802;0.07917709648609161;-0.07137145102024078;-0.9677436947822571;5846;
330;13451;13.439000129699707;0.22851286828517914;0.07908416539430618;-0.07147339731454849;-0.9676875472068787;47755;
331;13491;13.479000091552734;0.22818319499492645;0.07869557291269302;-0.07208781689405441;-0.9677513837814331;11851;
332;13531;13.519000053405762;0.21981504559516907;0.08092451095581055;-0.07310280203819275;-0.9694269299507141;14049;
333;13571;13.559000015258789;0.22039248049259186;0.08069749176502228;-0.07214706391096115;-0.9693863391876221;8949;
335;13651;13.638999938964844;0.2288219928741455;0.0784371942281723;-0.07900375127792358;-0.9670814871788025;11592;
336;13691;13.678999900817871;0.22913217544555664;0.07784677296876907;-0.0782933235168457;-0.9671134352684021;63011;
337;13731;13.718999862670898;0.23034745454788208;0.07817535847425461;-0.07629009336233139;-0.9669583439826965;4369;
